target_chembl_id,standard_type,standard_value,assay_chembl_id,target_name,mw_freebase,smiles,ligand_chembl_id,uniprot_id,ccd,pdb_list
CHEMBL261,Kd,0.033,CHEMBL2340479,carbonic anhydrase i,303.3,CCCSc1c(F)c(F)c(S(N)(=O)=O)c(F)c1F,CHEMBL2333418,P00915,3TV,4WR7
CHEMBL261,Kd,710.0,CHEMBL3375186,carbonic anhydrase i,444.5,NS(=O)(=O)c1c(F)c(F)c(S(=O)(=O)CCO)c(NC2CCCCCCC2)c1F,CHEMBL3359181,P00915,V14,5E2M
CHEMBL261,Kd,0.029,CHEMBL3800999,carbonic anhydrase i,312.29,NS(=O)(=O)c1c(F)c(F)c(N2CCCCC2)c(F)c1F,CHEMBL3797893,P00915,3UG,4WUQ
CHEMBL261,Ki,8.8,CHEMBL4152967,carbonic anhydrase i,401.49,CC(=O)N1CCN(C(=O)c2ccc(S(N)(=O)=O)cc2)C[C@@H]1Cc1ccccc1,CHEMBL4166970,P00915,BZW,6EVR
CHEMBL261,Ki,49.4,CHEMBL4152967,carbonic anhydrase i,359.45,NS(=O)(=O)c1ccc(C(=O)N2CCN[C@H](Cc3ccccc3)C2)cc1,CHEMBL4160707,P00915,N19,6EX1
CHEMBL261,Ki,273.3,CHEMBL4256841,carbonic anhydrase i,335.39,Cc1ccc(CNC(=O)Nc2cc(S(N)(=O)=O)ccc2O)cc1,CHEMBL4294703,P00915,CJK,6F3B
CHEMBL261,Ki,306.1,CHEMBL4256841,carbonic anhydrase i,335.39,Cc1ccc(C)c(NC(=O)Nc2cc(S(N)(=O)=O)ccc2O)c1,CHEMBL4286620,P00915,D3B,6FAF
CHEMBL261,Ki,255.1,CHEMBL4256841,carbonic anhydrase i,337.36,COc1ccccc1NC(=O)Nc1cc(S(N)(=O)=O)ccc1O,CHEMBL4282828,P00915,EON,6FAG
CHEMBL261,Ki,913.4,CHEMBL4368290,carbonic anhydrase i,421.83,NS(=O)(=O)c1ccc(CCNC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1,CHEMBL4457039,P00915,GZH,6I0L
CHEMBL261,Ki,48.7,CHEMBL4368290,carbonic anhydrase i,409.77,NS(=O)(=O)Oc1ccc(NC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1,CHEMBL4465167,P00915,GZE,6I0J
CHEMBL261,Ki,56.0,CHEMBL4825836,carbonic anhydrase i,339.37,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,CHEMBL220492,P00915,TOR,3LXE
