target_chembl_id,standard_type,standard_value,assay_chembl_id,target_name,mw_freebase,smiles,ligand_chembl_id,uniprot_id,ccd,pdb_list
CHEMBL2409,IC50,1.3,CHEMBL894930,epoxide hydratase,412.53,O=C(NC12CC3CC(CC(C3)C1)C2)N[C@H]1CC[C@H](Oc2ccc(C(=O)O)cc2)CC1,CHEMBL242459,P34913,AUB,8QVH
CHEMBL2409,IC50,3.0,CHEMBL1001508,epoxide hydratase,376.46,O=C1CC2(CCN(C(=O)N[C@H]3C[C@@H]3c3ccccc3)CC2)Oc2ccccc21,CHEMBL496189,P34913,I5T,5AM1
CHEMBL2409,IC50,7.0,CHEMBL1058191,epoxide hydratase,316.4,O=C(NCCC(c1ccccc1)c1ccccc1)c1cccnc1,CHEMBL560537,P34913,33N,3I1Y
CHEMBL2409,IC50,8.0,CHEMBL1058191,epoxide hydratase,436.51,CS(=O)(=O)c1ccc([C@@H](CCNC(=O)c2ccc(C#N)cc2)c2ccc(F)cc2)cc1,CHEMBL556717,P34913,34N,3I28
CHEMBL2409,IC50,1.9,CHEMBL1671068,epoxide hydratase,355.5,CS(=O)(=O)N1CCC(NC(=O)NC23CC4CC(CC(C4)C2)C3)CC1,CHEMBL1668935,P34913,XQ9,8QVF
CHEMBL2409,IC50,8.511,CHEMBL1680920,epoxide hydratase,354.45,CC(C)c1noc(C2CCN(C(=O)N[C@H]3C[C@@H]3c3ccccc3)CC2)n1,CHEMBL1615216,P34913,S82,3ANT
CHEMBL2409,IC50,100.0,CHEMBL2393705,epoxide hydratase,408.43,CNc1nc(C)nc(N2CCC(C(=O)NCc3ccccc3C(F)(F)F)CC2)n1,CHEMBL2392714,P34913,1LF,4JNC
CHEMBL2409,IC50,18.0,CHEMBL3118265,epoxide hydratase,336.44,O=C(N[C@H]1C[C@@H]1c1ccccc1)N1CCC(Oc2ccccc2)CC1,CHEMBL3114611,P34913,S94,4X6Y
CHEMBL2409,IC50,2.3,CHEMBL3406976,epoxide hydratase,484.6,O=C(O)CCc1ccc(OC2CCN(C(=O)N[C@@H]3[C@@H](c4ccccc4)[C@H]3c3ccccc3)CC2)cc1,CHEMBL3401634,P34913,S74,4X6X
CHEMBL2409,IC50,140.0,CHEMBL3821236,epoxide hydratase,344.2,O=C(Nc1ccc(I)cc1)NC1CCCCC1,CHEMBL1231797,P34913,CIU,1VJ5
CHEMBL2409,IC50,20.0,CHEMBL4432729,epoxide hydratase,378.4,O=C(Nc1ccc2c(c1)-c1ccccc1S2(=O)=O)N1CCC(F)(F)CC1,CHEMBL4465514,P34913,6N0,8QVK
CHEMBL2409,IC50,200.0,CHEMBL5042639,epoxide hydratase,409.4,CC[C@H](Cc1ccc(C(=O)NCc2ccc(OC)cc2C(F)(F)F)cc1)C(=O)O,CHEMBL5077503,P34913,TK9,7A7G
CHEMBL2409,IC50,8.0,CHEMBL5055313,epoxide hydratase,545.56,O=C(NCc1ccc(NS(=O)(=O)C2CC2)cc1C(F)(F)F)c1ccc2c(ccn2Cc2cccc(F)c2)c1,CHEMBL5084336,P34913,5IV,7P4K
