,combind_scores
DEC_2788,-1.9319971188740244
DEC_2800,-0.19682692332719398
DEC_2790,-0.878055649730884
DEC_2809,-0.801162897903446
DEC_2784,0.37207886826928505
DEC_2789,-1.0777742952680582
DEC_2803,0.8689535581140575
DEC_2816,-0.02126184399424158
DEC_2796,1.355993213779151
DEC_2798,0.4148032158891235
DEC_2810,-0.3211665932229888
DEC_2795,-0.8951927301292564
DEC_2815,-1.1243275905802244
DEC_2785,0.8981201680249518
DEC_2811,0.8507585633393413
DEC_2794,0.5454724468299945
DEC_2819,-1.8058510858776375
DEC_2820,-1.5819649681987045
DEC_2813,-0.1617192885539076
DEC_2791,-0.7364285175648924
DEC_2801,0.4724918991327831
DEC_2793,-0.7249090198210011
DEC_2806,-0.5011367089653946
DEC_2808,-1.6743799519818796
DEC_2812,0.4096542012406217
DEC_2781,-0.12931408181457504
DEC_2786,-0.8234334556590137
DEC_2782,-1.6930093273249267
DEC_2787,-0.5856768399035488
DEC_2792,-0.4734936073063154
DEC_2807,-1.63655482185009
DEC_2783,-1.0807247655700096
DEC_2817,-1.5639676140082504
DEC_2818,-0.6116058245200917
DEC_2804,-3.378231505989879
DEC_2797,-0.9354598916188954
DEC_2802,-1.137542396332043
DEC_2799,-0.7682910493144997
DEC_2805,-2.1835785426070893
DEC_2814,-0.8721261898774162
